timestamp,symbol,open,high,low,close,volume,VWAP,EMA_9,EMA_21,EMA_50,RSI_7,StochRSI_7,MACD,MACD_signal,MACD_hist,ATR_10,RVOL,Pivot,R1,S1,R2,S2
2025-08-06 08:30:00,AMD,165.04,165.1,162.25,163.505,3217643,163.61833333333334,163.505,163.505,163.505,,,0.0,0.0,0.0,,,,,,,
2025-08-06 08:32:00,AMD,163.4217,165.97,163.17,165.09,1819401,164.0246879581887,163.822,163.6490909090909,163.5671568627451,,,0.176111111111112,0.0352222222222224,0.1408888888888896,,,163.61833333333334,164.98666666666668,162.13666666666668,166.46833333333333,160.76833333333335
2025-08-06 08:34:00,AMD,165.09,166.18,164.9,165.2,1384713,164.32699434308503,164.0976,163.7900826446281,163.63118992695115,,,0.3057407407407595,0.08932592592592983,0.2164148148148297,,,164.74333333333334,166.3166666666667,163.51666666666668,167.54333333333335,161.94333333333333
2025-08-06 08:36:00,AMD,165.1901,165.57,163.64,164.8,1465789,164.39073709892364,164.23808000000002,163.88189331329824,163.67702561609033,,,0.3433676268861916,0.1401342661179822,0.20323336076820941,,,165.42666666666668,165.95333333333335,164.67333333333335,166.70666666666668,164.14666666666668
2025-08-06 08:38:00,AMD,164.8,164.81,163.55,163.57,1195535,164.336236242416,164.10446400000004,163.85353937572566,163.67282853310638,,,0.2242363968907739,0.15695469227254052,0.06728170461823338,,,164.67,165.7,163.76999999999998,166.6,162.73999999999998
2025-08-06 08:40:00,AMD,163.575,164.15,162.73,162.9313,1466936,164.1880407792013,163.86983120000005,163.76969943247786,163.64374898278848,,,0.06537069721761668,0.13863789326155576,-0.07326719604393908,,,163.97666666666666,164.4033333333333,163.14333333333332,165.23666666666665,162.71666666666667
2025-08-06 08:42:00,AMD,162.915,163.34,162.4,163.03,1198476,164.05902665620746,163.70186496000005,163.7024540295253,163.61968039522816,34.3582352888849,,-0.035109803722292554,0.10388835386478609,-0.13899815758707865,,,163.27043333333333,163.81086666666667,162.39086666666665,164.69043333333335,161.8504333333333
2025-08-06 08:44:00,AMD,162.99,163.88,162.845,162.885,1014383,163.991016847138,163.53849196800005,163.62814002684118,163.59086939933684,32.25507712580364,,-0.11982200674930255,0.05914628174196837,-0.17896828849127092,,,162.92333333333332,163.44666666666663,162.50666666666663,163.86333333333332,161.98333333333332
2025-08-06 08:46:00,AMD,162.885,163.63,162.55,163.35,816563,163.94204809177072,163.50079357440006,163.6028545698556,163.58142354053933,44.87889546722538,,-0.1237632333667591,0.022564378720222877,-0.14632761208698197,,,163.20333333333335,163.5616666666667,162.5266666666667,164.23833333333334,162.16833333333335
2025-08-06 08:48:00,AMD,163.3484,164.3,163.24,163.7,984479,163.9288408689612,163.54063485952005,163.61168597259598,163.58607359777307,52.63024012634472,,-0.08454326082164698,0.0011428508118489049,-0.08568611163349589,1.9115982686499977,,163.17666666666665,163.80333333333328,162.7233333333333,164.25666666666663,162.09666666666666
2025-08-06 08:50:00,AMD,163.65,164.8299,163.3601,164.331,916024,163.94332841074382,163.69870788761605,163.67707815690542,163.61528639786042,63.44302365868448,,0.014770380958253782,0.0038683568411298805,0.0109020241171239,1.8674184417850002,,163.74666666666667,164.25333333333333,163.19333333333333,164.80666666666667,162.68666666666667
2025-08-06 08:52:00,AMD,164.3635,164.98,164.16,164.65,623072,163.96860794995274,163.88896631009285,163.76552559718675,163.6558634018659,67.7807298929645,,0.11851140784415293,0.02679696704173449,0.09171444080241845,1.7626765976064995,,164.17366666666666,164.98723333333334,163.51743333333332,165.64346666666668,162.70386666666664
2025-08-06 08:54:00,AMD,164.64,165.2099,164.26,164.42,946150,164.00531030965897,163.99517304807426,163.82502327016977,163.6858295429692,61.62949359405253,,0.16175183611480293,0.05378794085634818,0.10796389525845475,1.6813989378458511,,164.59666666666666,165.03333333333333,164.21333333333334,165.41666666666666,163.77666666666667
2025-08-06 08:56:00,AMD,164.41,165.0,163.97,164.36,837094,164.0258102065619,164.06813843845944,163.87365751833613,163.71226760010765,59.97302825820485,,0.1809859140275023,0.07922753549057901,0.1017583785369233,1.6162590440612663,,164.62996666666666,164.99993333333333,164.05003333333332,165.57986666666667,163.68006666666665
2025-08-06 08:58:00,AMD,164.37,165.05,164.16,164.95,691563,164.05165155663843,164.24451075076757,163.97150683485103,163.76080612559363,69.40648199454392,,0.25537031569481883,0.11445609153142697,0.14091422416339186,1.5436331396551413,,164.44333333333336,164.9166666666667,163.8866666666667,165.47333333333336,163.41333333333336
2025-08-06 09:00:00,AMD,164.95,165.0417,164.07,164.12,682459,164.06436917274135,164.21960860061407,163.98500621350092,163.77489215988408,50.047797895277206,,0.20826890658346997,0.13321865454183557,0.0750502520416344,1.486439825689627,,164.72,165.28,164.39,165.61,163.82999999999998
2025-08-06 09:02:00,AMD,164.1324,164.92,163.97,164.5124,545376,164.07546901709122,164.27816688049126,164.03295110318265,163.80381403596706,56.70791678180252,,0.21416252728224094,0.14940742908991667,0.06475509819232428,1.432795843120663,,164.41056666666665,164.7511333333333,163.77943333333332,165.38226666666665,163.43886666666666
2025-08-06 09:04:00,AMD,164.5278,164.9,164.07,164.715,699066,164.09204491829573,164.36553350439303,164.09495554834785,163.83954681887033,59.926342960298555,,0.2354602767212839,0.16661799861619012,0.06884227810509377,1.3725162588085982,,164.46746666666667,164.96493333333333,164.01493333333335,165.41746666666666,163.51746666666668
2025-08-06 09:06:00,AMD,164.71,165.0394,164.5,164.67,402830,164.10446112144072,164.42642680351443,164.14723231667986,163.8721136102872,58.79371869930748,,0.2393708127107459,0.1811685614351013,0.0582022512756446,1.2892046329277385,,164.5616666666667,165.0533333333334,164.2233333333334,165.3916666666667,163.73166666666668
2025-08-06 09:08:00,AMD,164.682,164.682,163.65,163.99,637567,164.10454611644678,164.33914144281155,164.13293846970896,163.8767366059622,44.09953960747646,,0.16060844715505596,0.17705653857909226,-0.016448091424036304,1.2634841696349628,0.5918435632683208,164.73646666666664,164.9729333333333,164.4335333333333,165.27586666666664,164.19706666666664
2025-08-06 09:10:00,AMD,163.99,163.99,163.1,163.3025,615540,164.08675877688626,164.13181315424927,164.05744406337178,163.85421752337547,34.05900326989392,,0.02580092412506474,0.14680541568828678,-0.12100449156322204,1.226135752671468,0.6498859526909547,164.10733333333334,164.56466666666668,163.5326666666667,165.13933333333333,163.07533333333336
2025-08-06 09:12:00,AMD,163.3162,163.5346,163.1901,163.39,459360,164.07223488777058,163.98345052339943,163.99676733033797,163.83601291461565,36.21536238688636,0.14279222735524555,-0.05831417634320246,0.10578149728198893,-0.1640956736251914,1.1379721774043223,0.5225054349448828,163.46416666666667,163.82833333333335,162.93833333333333,164.35416666666669,162.57416666666666
2025-08-06 09:14:00,AMD,163.38,163.68,163.087,163.09,596804,164.05201562432407,163.80476041871955,163.91433393667086,163.80675750619938,32.02616767774869,0.036520225677063,-0.14836130317698348,0.05495293719019445,-0.20331424036717793,1.0834749596638917,0.7106896751700768,163.37156666666667,163.55303333333333,163.20853333333332,163.71606666666668,163.02706666666666
2025-08-06 09:16:00,AMD,163.1,163.3,162.37,162.44,871511,164.0032205747327,163.53180833497564,163.7803035787917,163.75315917262293,24.780393417123165,0.020334869650252,-0.2791750870823648,-0.011872667664317403,-0.26730241941804744,1.0681274636975033,1.0758871728955406,163.28566666666666,163.48433333333332,162.8913333333333,163.87866666666667,162.69266666666664
2025-08-06 09:18:00,AMD,162.4335,162.74,162.35,162.6001,517241,163.97295298394232,163.34546666798053,163.67301234435607,163.7079411658534,29.372167076362643,0.034298126242704556,-0.34493214541001294,-0.07848456321345651,-0.2664475821965564,1.0003147173277545,0.6664405861583841,162.70333333333335,163.0366666666667,162.10666666666668,163.63333333333335,161.77333333333334
2025-08-06 09:20:00,AMD,162.5855,162.6018,161.61,161.8154,1334435,163.87192454803218,163.03945333438443,163.50413849486915,163.6337238652317,21.772211294415442,0.034298126242704556,-0.46906586115724735,-0.15660082280221468,-0.3124650383550327,0.9994632455949775,1.73415933327585,162.56336666666667,162.77673333333334,162.38673333333332,162.95336666666668,162.17336666666665
