timestamp,symbol,open,high,low,close,volume,VWAP,EMA_9,EMA_21,EMA_50,RSI_7,StochRSI_7,MACD,MACD_signal,MACD_hist,ATR_10,RVOL,Pivot,R1,S1,R2,S2
2025-08-04 08:30:00,AMD,174.605,176.38,173.56,176.298,5298786.0,175.4126666666667,176.298,176.298,176.298,,,0.0,0.0,0.0,,,,,,,
2025-08-04 08:45:00,AMD,176.32,177.15,175.51,176.5492,3200941.0,175.78564475953954,176.34824,176.32083636363637,176.30785098039217,,,0.02791111111110922,0.005582222222221845,0.02232888888888738,,,175.4126666666667,177.2653333333334,174.4453333333334,178.2326666666667,172.5926666666667
2025-08-04 09:00:00,AMD,176.52,177.255,176.16,176.665,2320405.0,175.98030089729036,176.411592,176.35212396694214,176.32185682429838,,,0.059385185185220735,0.016342814814821624,0.04304237037039911,,,176.40306666666666,177.29613333333333,175.65613333333332,178.04306666666668,174.76306666666665
2025-08-04 09:15:00,AMD,176.66,177.25,176.43,176.85,1511863.0,176.0861059035244,176.4992736,176.39738542449288,176.34256832138473,,,0.10023429355288727,0.033121110562434754,0.06711318299045252,,,176.6933333333333,177.2266666666666,176.1316666666666,177.7883333333333,175.5983333333333
2025-08-04 09:30:00,AMD,176.86,177.47,176.01,176.35,1941814.0,176.15737664079248,176.46941888000003,176.3930776586299,176.3428597597618,,,0.07044517604029465,0.040585923658006735,0.02985925238228792,,,176.84333333333333,177.25666666666666,176.43666666666667,177.66333333333333,176.02333333333334
2025-08-04 09:45:00,AMD,176.33,176.6804,175.96,176.25,1408650.0,176.1699001050622,176.42553510400003,176.38007059875446,176.33921820055545,,,0.03699973242567012,0.039868685411539415,-0.002868952985869297,,,176.61,177.21000000000004,175.75000000000003,178.07000000000002,175.15
2025-08-04 10:00:00,AMD,176.2359,176.2359,175.22,175.98,1495049.0,176.13874727258263,176.33642808320002,176.34370054432222,176.32513121229837,28.992597741732638,,-0.017036617046812808,0.02848762491986897,-0.045524241966681776,,,176.2968,176.63359999999997,175.9132,177.01719999999997,175.5764
2025-08-04 10:15:00,AMD,176.0,176.45,175.115,176.3,1656163.0,176.12258922064458,176.32914246656003,176.33972776756565,176.32414567456118,48.04188423725475,,-0.018418868113002418,0.019106326313294692,-0.03752519442629711,,,175.81196666666665,176.4039333333333,175.3880333333333,176.82786666666664,174.79606666666666
2025-08-04 10:30:00,AMD,176.29,176.98,176.18,176.7804,1481751.0,176.16082371296872,176.41939397324802,176.37978887960514,176.342038001049,64.65114360330642,,0.034458066164972934,0.022176674283630342,0.012281391881342592,,,175.955,176.79500000000002,175.46000000000004,177.29,174.62000000000003
2025-08-04 10:45:00,AMD,176.785,177.53,176.7,177.14,1356963.0,176.2210888818451,176.5635151785984,176.4488989814592,176.37333062845883,72.36567024769187,,0.11011969810618893,0.03976527904814206,0.07035441905804687,1.7307730579699954,,176.64679999999998,177.11359999999996,176.31359999999998,177.44679999999997,175.8468
